key,english,korean
edict_dark_matter_unravelling,Dark Matter Unravelling,암흑 물질 방출
edict_decentralized_research,Decentralized Research,분산 연구
edict_declare_saint,Declare Saint,성인 추대
edict_defensive_instincts,Self-Preservation Instincts,자기 보존 본능
edict_dimensional_artificing,Dimensional Artificing,차원 강탈
edict_dimensional_collapse,Dimensional Collapse,차원 붕괴
edict_diplomatic_grants,Diplomatic Grants,외교 보조금
edict_drone_bounty,Drone Bounty,드론 전리품
edict_drone_campaign,Drone Campaign,드론 캠페인
edict_drone_overdrive,Drone Overdrive,드론 과부하
edict_drone_overdrive_wilderness,Symbiont Overdrive,공생체 가속화
edict_droning_optimizations,Droning Optimizations,드론 최적화
edict_education_campaign,Education Campaign,교육 캠페인
edict_encourage_free_thought,Encourage Political Thought,정치적 사고 장려
edict_energy_drain,Energy Drain,에너지 추출
edict_enhanced_surveillance,Enhanced Surveillance,감시 강화
edict_entropy_harnessing,Entropy Harnessing,엔트로피 활용
edict_evacuation_protocols,Evacuation Protocols,대피 프로토콜
edict_exotic_network,Exotic Neural Network,외계 신경망
edict_expanded_breeding_program,Expanded Breeding Program,사육 프로그램 확장
edict_extended_healthcare_coverage,Extended Healthcare Coverage,의료 혜택 확장
edict_extended_shifts,Extended Shifts,교대 근무 연장
edict_farming_subsidies,Farming Subsidies,농업 보조금
edict_fear_campaign,Fear Campaign,공포 캠페인
edict_fleet_supremacy,Fleet Supremacy,함대 지상주의
edict_forge_subsidies,Forge Subsidies,단조 보조금
edict_fortify_the_border,Fortify the Border,국경 강화
edict_galactic_dowsing,Galactic Dowsing,은하 탐지술
edict_greater_crystal_bounty,Greater Crystal Bounty,추가 크리스탈 전리품
edict_healthcare_campaign,Healthcare Campaign,보건 캠페인
edict_hive_hyper_stimulants,Hyper-Stimulants,초자극제
edict_hive_mega_construction,Integrated Mega-Construction,일체화 거대 구조물
edict_hive_mind_outreach,Hive Mind Outreach,군체 의식 범위 확장
edict_improved_work_environment,Improved Working Environment,노동 환경 개선
edict_industrial_maintenance,Industrial Maintenance,산업용 유지 보수
edict_industrial_subsidies,Industrial Subsidies,산업 보조금
edict_information_quarantine,Information Quarantine,정보 통제
edict_inner_focus,Inner Focus,내면의 집중
edict_land_of_opportunity,Land of Opportunity,기회의 땅
edict_learning_campaign,Learning Campaign,학습 캠페인
edict_legislative_chorus,Legislative Chorus,입법의 합창
edict_levied_experience,Levied Experience,경험 차출
edict_living_metal_construction,Living Metal Mega-Construction,생체 금속 거대 구조물
edict_love_letter_virus,Love Letter Virus,연애편지 바이러스
edict_machine_learning_campaign,Machine Learning Campaign,기계 학습 캠페인
edict_map_the_stars,Map the Stars,항성 지도 제작
edict_mining_subsidies,Mining Subsidies,채굴 보조금
edict_modular_growth_compounds,Modular Growth Compounds,모듈식 성장 화합물
edict_motes_armor,Volatile Reactive Armor,불안정 반응 장갑
edict_motes_explosives,Volatile Explosives,불안정 폭발물
edict_motes_kinetic,Volatile Ammunition,불안정 탄약
edict_nanite_actuators,Nanite Actuators,나노봇 작동기
edict_nanotech_alloy_augmentation,Coordinated Nanocomplexes,조정식 나노 단지
edict_nanotech_energy_augmentation,Nanoconnected Generators,나노 연결 발전기
edict_nanotech_naval_augmentation,Nano-operated Supply Chains,나노 운영 공급망
edict_neurocasted_spectacles,Neurocasted Spectacles,신경 송출
edict_nuumismatic_visualization,Numistic Visualization,누마 시각화 기법
edict_observation_instinct,Observation Instinct,관측 본능
edict_obsidian_veil,Obsidian Veil,흑요석 베일
edict_optimized_identity_creation,Optimized Identity Creation,인격 생성 최적화
edict_peace_festivals,Peace Festivals,평화 축제
edict_production_targets,Production Targets,생산 목표
edict_propaganda,Propaganda Broadcasts,선전 방송
edict_psychic_feast,Convergence of Will,의지의 융합
edict_recycling_campaign,Recycling Campaign,재활용 캠페인
edict_relay_network_amenities,Networked Amenities,연결망을 통한 편의
edict_relay_network_dummy,Networked Relays,연결된 중계기
edict_relay_network_movement,Networked Movement,연결망을 통한 이동
edict_relay_network_stability,Networked Dominance,연결망을 통한 지배
edict_renewable_energy,Improved Energy Initiative,에너지 계획 개선
edict_research_focus,Research Grants,연구 보조금
edict_research_subsidies,Research Subsidies,연구 보조금
edict_rolling_updates,Rolling Updates,정기 업데이트
edict_sacrifice_bounty,Sacrifice: Bounty,희생: 풍요
edict_sacrifice_dummy,Sacrifices,희생
edict_sacrifice_harmony,Sacrifice: Harmony,희생: 조화
edict_sacrifice_togetherness,Sacrifice: Togetherness,희생: 단결
edict_sanguine_council,Sanguine Council,피의 평의회
edict_sanguine_council_machine,Nexus Charge,충전 연결체
edict_self_indictment_protocol,Self-Indictment Protocol,자기 기소 프로토콜
edict_self_preservation_override,Self-Preservation Override,자기 보존 본능 차단
edict_shadow_matrix,Shadow Matrix,그림자 매트릭스
edict_share_the_burden,Share the Burden,고통 분담
edict_shroud_bonded,Shroud-Bonded,장막의 결속
edict_sight_beyond_sight,Sight Beyond Sight,시야 너머의 시야
edict_social_welfare_programs,Social Welfare Programs,사회 복지 프로그램
edict_space_fauna_exhibition,Space Fauna Exhibition,우주 동물 전시회
edict_spontaneous_crystallization,Spontaneous Crystallization,자연 크리스탈화
edict_stately_acclaim,Stately Acclaim,국가의 인정
edict_storm_attraction_field,Storm Attraction Field,폭풍 유인 역장
edict_storm_repel_field,Storm Repulsion Field,폭풍 차단 역장
edict_subsidized_identity_backups,Subsidized Identity Backups,인격 백업 지원
edict_super_sensors,Extensive Sensor Searches,광범위 감지 탐색
edict_synaptic_reinforcement,Synaptic Reinforcement,시냅스 강화
edict_terraforming_gas,Terraforming Gases,테라포밍 가스
edict_tracking_implants,Tracking Implants,삽입물 추적
edict_veneration_of_saints,Veneration of Saints,성자 경배
edict_war_drone_campaign,War Drone Campaign,전투 드론 캠페인
edict_war_drone_campaign_wilderness,War Symbiote Campaign,전투 공생체 원정
edict_will_of_distraction,Will of Distraction,방해의 의지
edict_will_of_endless,Will of Endless,무한의 의지
edict_will_of_motion,Will of Motion,움직임의 의지
edict_will_of_order,Will of Order,질서의 의지
edict_will_of_rebirth,Will of Rebirth,재탄생의 의지
edict_will_of_temperance,Will of Temperance,절제의 의지
edict_zro_catalysis_utopia,Zro Catalysis,즈로 촉매
edict_zro_crystal,Zro Additives,즈로 첨가제
edict_zro_observators,Shroud Observation,장막 관측
ethic_authoritarian,Authoritarian,권위주의
ethic_egalitarian,Egalitarian,평등주의
ethic_egalitarian_appreciation_friendly_0,Together we stand!,우리는 함께입니다!
ethic_fanatic_authoritarian,Fanatic Authoritarian,광적인 권위주의
ethic_fanatic_egalitarian,Fanatic Egalitarian,광적인 평등주의
ethic_fanatic_materialist,Fanatic Materialist,광적인 물질주의
ethic_fanatic_militarist,Fanatic Militarist,광적인 군국주의
ethic_fanatic_pacifist,Fanatic Pacifist,광적인 평화주의
ethic_fanatic_spiritualist,Fanatic Spiritualist,광적인 정신주의
ethic_fanatic_xenophile,Fanatic Xenophile,광적인 외계종 선호
ethic_fanatic_xenophobe,Fanatic Xenophobe,광적인 외계종 혐오
ethic_gestalt_consciousness,Gestalt Consciousness,게슈탈트 의식
ethic_hivemind_appreciation_friendly,One of us.,우리와 하나가 되십시오.
ethic_machine_intelligence_consequence_hostile_0,Execute: countermeasure_protocol_v2.1,실행: 대응책_프로토콜_v2.1
ethic_materialist,Materialist,물질주의
ethic_militarist,Militarist,군국주의
ethic_neutral,Neutral,중립
ethic_pacifist,Pacifist,평화주의
ethic_pacifist_appreciation_friendly_0,Peace will come.,평화가 찾아올 겁니다.
ethic_spiritualist,Spiritualist,정신주의
ethic_spiritualist_request_friendly_1,We shall overcome.,우리는 극복할 것입니다.
ethic_xenophile,Xenophile,외계종 선호
ethic_xenophobe,Xenophobe,외계종 혐오
federation_acceptance_crisis,Ongoing Crisis,진행 중인 위기
federation_acceptance_generally_positive,Is generally positive,일반적으로 긍정적임
federation_acceptance_has_no_subjects,Has no Subjects,종속국이 없음
federation_acceptance_has_subjects,Has Subjects,종속국이 있음
federation_acceptance_hegemony,Hegemony Federation Type,패권 연방 유형
federation_acceptance_leader_would_lose,Would lose Presidency,의장직을 상실할 것임
federation_acceptance_poor_cohesion,Poor Cohesion,낮은 결속도
federation_acceptance_president,Is Federation President,연방 의장임
federation_acceptance_research,Technologically Superior,기술적 우월함
federation_acceptance_stronger,Is too powerful,너무 강력함
federation_acceptance_subject,Is a Subject,종속국임
federation_acceptance_weaker,Is less powerful,강력함이 부족함
federation_build_fleets_everyone,Everyone,모두
federation_build_fleets_only_leader,Only Leader,지도자
federation_fire_rate_1,Offensive Spirit,공격 정신
federation_fleet_size_1,Officer Exchange,장교 교류
federation_fleet_size_2,Logistical Standardization,병참 표준화
federation_fleet_size_3,Interstellar Signal Corps,성간 통신대
federation_fleet_speed_1,Interior Lines,내선
federation_fleet_unity_1,Unifying Might,통합의 힘
federation_hegemony_monument,Federation Monument,연방 기념물
federation_law_category_centralization_cooldown,Law Cooldown,법률 쿨다운
federation_leader_scaled_modifier,Federation Fleet Capacity,연방 함대 수용력
federation_militarist_ideology,Federation Ideological Diffusion,연방 이념 확산
federation_tax,Federation Taxes,연방세
government_NAME,Government,정부
job_agri_drone,Agri-Drone,농업용 드론
job_agri_drone_plural,Agri-Drones,농업용 드론
job_aid_worker,Aid Worker,원조 담당관
job_aid_worker_plural,Aid Workers,원조 담당관
job_alien_hunter,Alien Hunter,외계종 사냥꾼
job_alien_hunter_plural,Alien Hunters,외계종 사냥꾼
job_alloy_drone,Foundry Drone,주조 드론
job_alloy_drone_plural,Foundry Drones,주조 드론
job_angler,Angler,낚시꾼
job_animal_handler,Animal Handler,조련사
job_animal_handler_plural,Animal Handlers,조련사
job_archaeo_drone,Archaeo-Engineering Drone,고대기술 공학 드론
job_archaeo_drone_plural,Archaeo-Engineering Drones,고대기술 공학 드론
job_archaeo_unit,Archaeo-Engineering Unit,고대기술 공학 유닛
job_archaeo_unit_plural,Archaeo-Engineering Units,고대기술 공학 유닛
job_archaeoengineers,Archaeo-Engineer,고대기술 공학자
job_artificer,Artificer,숙련공
job_artificer_plural,Artificers,숙련공
job_artificer_prison_worker,Penal Artificer,숙련공 노역수
job_artificer_prison_worker_plural,Penal Artificers,숙련공 노역수
job_artisan,Artisan,직공
job_artisan_drone,Artisan Drone,직공 드론
job_artisan_drone_plural,Artisan Drones,직공 드론
job_artisan_plural,Artisans,직공
job_artisan_prison_worker,Penal Artisan,직공 노역수
job_artisan_prison_worker_plural,Penal Artisans,직공 노역수
job_ashbroker,Ashbroker,재 중개인
job_ashbroker_plural,Ashbrokers,재 중개인
job_assimilation,Undergoing Assimilation,동화 진행 중
job_astral_drone,Astral Drone,아스트랄 드론
job_astral_drone_plural,Astral Drones,아스트랄 드론
job_astral_meteorologist,Astral-Meteorologist,아스트랄 기상학자
job_astral_meteorologist_plural,Astral-Meteorologists,아스트랄 기상학자
job_astral_researcher,Astral Researcher,아스트랄 연구원
job_astral_researcher_plural,Astral Researchers,아스트랄 연구원
job_astral_unit,Astral Unit,아스트랄 유닛
job_astral_unit_plural,Astral Units,아스트랄 유닛
job_astrogarbage_collector,Astrogarbage Collector,우주 폐기물 수거원
job_astrogarbage_collector_gestalt,Astrogarbage Drone,우주 폐기물 수거 드론
job_astrogarbage_collector_gestalt_plural,Astrogarbage Drones,우주 폐기물 수거 드론
job_astrogarbage_collector_plural,Astrogarbage Collectors,우주 폐기물 수거원
job_astrometeorologist,Astrometeorologist,우주 기상학자
job_astrometeorologist_plural,Astrometeorologists,우주 기상학자
job_augmentation_merchant,Augmentation Merchant,증강물 상인
job_augmentation_merchant_plural,Augmentation Merchants,증강물 상인
